ID,innings,BattingTeam,TotalRuns,AvgWickets,MaxOvers
829773,2,Chennai Super Kings,170,0.04838709677419355,19
829775,1,Mumbai Indians,172,0.02459016393442623,19
829775,2,Kings XI Punjab,149,0.056910569105691054,19
829777,1,Rajasthan Royals,189,0.016129032258064516,19
829777,2,Delhi Daredevils,175,0.05343511450381679,19
829779,1,Chennai Super Kings,148,0.072,19
829779,2,Royal Challengers Bangalore,124,0.08403361344537816,19
829781,1,Kolkata Knight Riders,167,0.05785123966942149,19
829781,2,Sunrisers Hyderabad,132,0.07258064516129033,19
829783,1,Delhi Daredevils,152,0.049586776859504134,19
829783,2,Mumbai Indians,153,0.04065040650406504,19
829785,1,Royal Challengers Bangalore,226,0.0234375,19
829785,2,Kings XI Punjab,88,0.11904761904761904,13
829787,1,Sunrisers Hyderabad,201,0.031746031746031744,19
829787,2,Rajasthan Royals,194,0.05785123966942149,19
829789,1,Chennai Super Kings,158,0.040983606557377046,19
829789,2,Mumbai Indians,159,0.03418803418803419,19
829791,1,Kings XI Punjab,183,0.04065040650406504,19
829791,2,Kolkata Knight Riders,184,0.07317073170731707,19
829793,1,Sunrisers Hyderabad,163,0.032520325203252036,19
829793,2,Delhi Daredevils,157,0.03305785123966942,19
829795,1,Royal Challengers Bangalore,235,0.008,19
829795,2,Mumbai Indians,196,0.056910569105691054,19
829797,1,Chennai Super Kings,157,0.04065040650406504,19
829797,2,Rajasthan Royals,145,0.07258064516129033,19
829799,1,Sunrisers Hyderabad,185,0.04032258064516129,19
829799,2,Kings XI Punjab,180,0.056451612903225805,19
829801,1,Chennai Super Kings,119,0.05,19
829801,2,Delhi Daredevils,120,0.04,16
829803,1,Kings XI Punjab,106,0.09523809523809523,9
829803,2,Royal Challengers Bangalore,84,0.09523809523809523,9
829805,1,Mumbai Indians,171,0.031007751937984496,19
829805,2,Kolkata Knight Riders,166,0.05511811023622047,19
829807,1,Sunrisers Hyderabad,135,0.04285714285714286,10
829807,2,Royal Challengers Bangalore,83,0.1111111111111111,5
829809,1,Kings XI Punjab,130,0.056910569105691054,19
829809,2,Chennai Super Kings,134,0.02830188679245283,16
829811,1,Rajasthan Royals,199,0.048,19
829811,2,Kolkata Knight Riders,190,0.06716417910447761,19
829813,1,Delhi Daredevils,187,0.04065040650406504,19
829813,2,Royal Challengers Bangalore,2,0.0,1
829815,1,Sunrisers Hyderabad,113,0.08064516129032258,19
829815,2,Mumbai Indians,114,0.011363636363636364,13
829817,1,Mumbai Indians,187,0.046511627906976744,19
829817,2,Chennai Super Kings,162,0.08403361344537816,18
829819,1,Royal Challengers Bangalore,180,0.032,19
829819,2,Rajasthan Royals,109,0.08547008547008547,18
829821,1,Royal Challengers Bangalore,139,0.064,19
829821,2,Chennai Super Kings,140,0.05737704918032787,19
829823,1,Mumbai Indians,202,0.04132231404958678,19
829823,2,Chennai Super Kings,161,0.064,19
980901,1,Mumbai Indians,121,0.06349206349206349,19
980901,2,Rising Pune Supergiants,126,0.010869565217391304,14
980903,1,Delhi Daredevils,98,0.09090909090909091,17
980903,2,Kolkata Knight Riders,99,0.011111111111111112,14
980905,1,Kings XI Punjab,161,0.04838709677419355,19
980905,2,Gujarat Lions,162,0.045871559633027525,17
980907,1,Royal Challengers Bangalore,227,0.032,19
980907,2,Sunrisers Hyderabad,182,0.048,19
980909,1,Kolkata Knight Riders,187,0.03937007874015748,19
980909,2,Mumbai Indians,188,0.03361344537815126,19
980911,1,Rising Pune Supergiants,163,0.041666666666666664,19
980911,2,Gujarat Lions,164,0.02654867256637168,18
980913,1,Kings XI Punjab,111,0.07317073170731707,19
980913,2,Delhi Daredevils,113,0.023809523809523808,13
980915,1,Sunrisers Hyderabad,142,0.056,19
980915,2,Kolkata Knight Riders,146,0.017391304347826087,18
980917,1,Mumbai Indians,143,0.06299212598425197,19
980917,2,Gujarat Lions,147,0.056451612903225805,19
980919,1,Rising Pune Supergiants,152,0.056910569105691054,19
980919,2,Kings XI Punjab,153,0.03508771929824561,18
980921,1,Royal Challengers Bangalore,191,0.04132231404958678,19
980921,2,Delhi Daredevils,192,0.02459016393442623,19
980923,1,Mumbai Indians,142,0.047619047619047616,19
980923,2,Sunrisers Hyderabad,145,0.027777777777777776,17
980925,1,Kings XI Punjab,138,0.064,19
980925,2,Kolkata Knight Riders,141,0.03773584905660377,17
980927,1,Royal Challengers Bangalore,170,0.05555555555555555,19
980927,2,Mumbai Indians,171,0.036036036036036036,17
980929,1,Gujarat Lions,135,0.06504065040650407,19
980929,2,Sunrisers Hyderabad,137,0.0,14
980931,1,Royal Challengers Bangalore,185,0.0234375,19
980931,2,Rising Pune Supergiants,172,0.07142857142857142,19
980933,1,Delhi Daredevils,164,0.031007751937984496,19
980933,2,Mumbai Indians,154,0.05737704918032787,19
980935,1,Kings XI Punjab,143,0.04878048780487805,19
980935,2,Sunrisers Hyderabad,146,0.044642857142857144,17
980937,1,Royal Challengers Bangalore,180,0.01639344262295082,19
980937,2,Gujarat Lions,182,0.03225806451612903,19
980939,1,Rising Pune Supergiants,160,0.041666666666666664,19
980939,2,Kolkata Knight Riders,162,0.06451612903225806,19
980941,1,Mumbai Indians,189,0.04838709677419355,19
980941,2,Kings XI Punjab,164,0.056910569105691054,19
980943,1,Sunrisers Hyderabad,118,0.06504065040650407,19
980943,2,Rising Pune Supergiants,94,0.0410958904109589,10
980945,1,Gujarat Lions,172,0.049586776859504134,19
980945,2,Delhi Daredevils,171,0.04132231404958678,19
980947,1,Kolkata Knight Riders,174,0.041666666666666664,19
980947,2,Mumbai Indians,178,0.035398230088495575,17
980949,1,Rising Pune Supergiants,195,0.024,19
980949,2,Gujarat Lions,196,0.05511811023622047,19
980951,1,Delhi Daredevils,186,0.06504065040650407,19
980951,2,Kolkata Knight Riders,159,0.08547008547008547,18
980953,1,Sunrisers Hyderabad,194,0.04032258064516129,19
980953,2,Royal Challengers Bangalore,179,0.04918032786885246,19
980955,1,Kings XI Punjab,154,0.08196721311475409,19
980955,2,Gujarat Lions,131,0.07317073170731707,19
980957,1,Rising Pune Supergiants,159,0.03937007874015748,19
980957,2,Mumbai Indians,161,0.017699115044247787,18
980959,1,Royal Challengers Bangalore,185,0.056451612903225805,19
980959,2,Kolkata Knight Riders,189,0.04032258064516129,19
980961,1,Gujarat Lions,149,0.056910569105691054,19
980961,2,Delhi Daredevils,150,0.018867924528301886,17
980963,1,Kolkata Knight Riders,164,0.024390243902439025,19
980963,2,Kings XI Punjab,157,0.07258064516129033,19
980965,1,Delhi Daredevils,162,0.05511811023622047,19
980965,2,Rising Pune Supergiants,166,0.024793388429752067,19
980967,1,Gujarat Lions,126,0.048,19
980967,2,Sunrisers Hyderabad,129,0.042735042735042736,18
980969,1,Rising Pune Supergiants,191,0.047619047619047616,19
980969,2,Royal Challengers Bangalore,195,0.025423728813559324,19
980971,1,Kings XI Punjab,181,0.04065040650406504,19
980971,2,Delhi Daredevils,172,0.040983606557377046,19
980973,1,Sunrisers Hyderabad,177,0.024390243902439025,19
980973,2,Mumbai Indians,92,0.0970873786407767,16
980975,1,Kolkata Knight Riders,158,0.032520325203252036,19
980975,2,Gujarat Lions,164,0.045871559633027525,17
980977,1,Royal Challengers Bangalore,175,0.04838709677419355,19
980977,2,Kings XI Punjab,174,0.03278688524590164,19
980979,1,Sunrisers Hyderabad,137,0.06504065040650407,19
980979,2,Rising Pune Supergiants,133,0.06611570247933884,19
980981,1,Royal Challengers Bangalore,151,0.03278688524590164,19
980981,2,Mumbai Indians,153,0.03278688524590164,18
980983,1,Sunrisers Hyderabad,146,0.064,19
980983,2,Delhi Daredevils,150,0.026785714285714284,18
980985,1,Mumbai Indians,124,0.07377049180327869,19
980985,2,Kings XI Punjab,127,0.02830188679245283,16
980987,1,Royal Challengers Bangalore,248,0.02459016393442623,19
980987,2,Gujarat Lions,104,0.08333333333333333,18
980989,1,Rising Pune Supergiants,103,0.05555555555555555,17
980989,2,Kolkata Knight Riders,66,0.058823529411764705,4
980991,1,Kings XI Punjab,179,0.03333333333333333,19
980991,2,Sunrisers Hyderabad,180,0.024390243902439025,19
980993,1,Mumbai Indians,206,0.03305785123966942,19
980993,2,Delhi Daredevils,126,0.08620689655172414,19
980995,1,Kolkata Knight Riders,183,0.04,19
980995,2,Royal Challengers Bangalore,186,0.008771929824561403,18
980997,1,Delhi Daredevils,121,0.04918032786885246,19
980997,2,Rising Pune Supergiants,76,0.014084507042253521,10
980999,1,Royal Challengers Bangalore,211,0.030927835051546393,14
980999,2,Kings XI Punjab,120,0.10112359550561797,13
981001,1,Kolkata Knight Riders,124,0.064,19
981001,2,Gujarat Lions,125,0.0449438202247191,13
981003,1,Sunrisers Hyderabad,158,0.05785123966942149,19
981003,2,Delhi Daredevils,161,0.031746031746031744,19
981005,1,Kings XI Punjab,172,0.056910569105691054,19
981005,2,Rising Pune Supergiants,173,0.047244094488188976,19
981007,1,Mumbai Indians,172,0.064,19
981007,2,Gujarat Lions,173,0.036036036036036036,17
981009,1,Kolkata Knight Riders,171,0.04878048780487805,19
981009,2,Sunrisers Hyderabad,149,0.06451612903225806,19
981011,1,Delhi Daredevils,138,0.064,19
981011,2,Royal Challengers Bangalore,139,0.036036036036036036,18
981013,1,Gujarat Lions,158,0.08,19
981013,2,Royal Challengers Bangalore,159,0.05217391304347826,18
981015,1,Sunrisers Hyderabad,162,0.06451612903225806,19
981015,2,Kolkata Knight Riders,140,0.06666666666666667,19
981017,1,Gujarat Lions,162,0.056,19
981017,2,Sunrisers Hyderabad,163,0.05128205128205128,19
981019,1,Sunrisers Hyderabad,208,0.05555555555555555,19
981019,2,Royal Challengers Bangalore,200,0.056451612903225805,19
1082591,1,Sunrisers Hyderabad,207,0.032,19
1082591,2,Royal Challengers Bangalore,172,0.08130081300813008,19
1082592,1,Mumbai Indians,184,0.064,19
1082592,2,Rising Pune Supergiant,187,0.02459016393442623,19
1082593,1,Gujarat Lions,183,0.03278688524590164,19
1082593,2,Kolkata Knight Riders,184,0.0,14
1082594,1,Rising Pune Supergiant,163,0.048,19
1082594,2,Kings XI Punjab,164,0.03278688524590164,18
1082595,1,Royal Challengers Bangalore,157,0.06451612903225806,19
1082595,2,Delhi Daredevils,142,0.07258064516129033,19
1082596,1,Gujarat Lions,135,0.058333333333333334,19
1082596,2,Sunrisers Hyderabad,140,0.010416666666666666,15
1082597,1,Kolkata Knight Riders,178,0.0546875,19
1082597,2,Mumbai Indians,180,0.047619047619047616,19
1082598,1,Royal Challengers Bangalore,148,0.032520325203252036,19
1082598,2,Kings XI Punjab,150,0.02247191011235955,14
1082599,1,Delhi Daredevils,205,0.032,19
1082599,2,Rising Pune Supergiant,108,0.09900990099009901,16
1082600,1,Sunrisers Hyderabad,158,0.06349206349206349,19
1082600,2,Mumbai Indians,159,0.05309734513274336,18
1082601,1,Kings XI Punjab,170,0.06923076923076923,19
1082601,2,Kolkata Knight Riders,171,0.019230769230769232,16
1082602,1,Royal Challengers Bangalore,142,0.04032258064516129,19
1082602,2,Mumbai Indians,145,0.05042016806722689,18
1082603,1,Rising Pune Supergiant,171,0.06451612903225806,19
1082603,2,Gujarat Lions,172,0.026785714285714284,17
1082604,1,Kolkata Knight Riders,172,0.047619047619047616,19
1082604,2,Sunrisers Hyderabad,155,0.04838709677419355,19
1082605,1,Delhi Daredevils,188,0.047244094488188976,19
1082605,2,Kings XI Punjab,137,0.0743801652892562,19
1082606,1,Gujarat Lions,176,0.031746031746031744,19
1082606,2,Mumbai Indians,177,0.032,19
1082607,1,Rising Pune Supergiant,161,0.06349206349206349,19
1082607,2,Royal Challengers Bangalore,134,0.07258064516129033,19
1082608,1,Delhi Daredevils,168,0.05737704918032787,19
1082608,2,Kolkata Knight Riders,169,0.04878048780487805,19
1082609,1,Sunrisers Hyderabad,159,0.048,19
1082609,2,Kings XI Punjab,154,0.08064516129032258,19
1082610,1,Royal Challengers Bangalore,213,0.016260162601626018,19
1082610,2,Gujarat Lions,192,0.05555555555555555,19
1082611,1,Sunrisers Hyderabad,191,0.032520325203252036,19
1082611,2,Delhi Daredevils,176,0.040983606557377046,19
1082612,1,Kings XI Punjab,198,0.031496062992125984,19
1082612,2,Mumbai Indians,199,0.02040816326530612,15
1082613,1,Kolkata Knight Riders,187,0.04132231404958678,19
1082613,2,Gujarat Lions,188,0.05405405405405406,18
1082614,1,Mumbai Indians,142,0.06299212598425197,19
1082614,2,Delhi Daredevils,128,0.056,19
1082615,1,Sunrisers Hyderabad,176,0.024193548387096774,19
1082615,2,Rising Pune Supergiant,179,0.03305785123966942,19
1082616,1,Kings XI Punjab,188,0.05785123966942149,19
1082616,2,Gujarat Lions,162,0.056451612903225805,19
1082617,1,Kolkata Knight Riders,131,0.08264462809917356,19
1082617,2,Royal Challengers Bangalore,49,0.16129032258064516,9
1082618,1,Rising Pune Supergiant,160,0.04918032786885246,19
1082618,2,Mumbai Indians,157,0.06504065040650407,19
1082620,1,Rising Pune Supergiant,182,0.04,19
1082620,2,Kolkata Knight Riders,184,0.02631578947368421,18
1082621,1,Royal Challengers Bangalore,134,0.08130081300813008,19
1082621,2,Gujarat Lions,135,0.033707865168539325,13
1082622,1,Delhi Daredevils,160,0.04918032786885246,19
1082622,2,Kolkata Knight Riders,161,0.030303030303030304,16
1082623,1,Sunrisers Hyderabad,207,0.02459016393442623,19
1082623,2,Kings XI Punjab,181,0.0743801652892562,19
1082624,1,Rising Pune Supergiant,157,0.024390243902439025,19
1082624,2,Royal Challengers Bangalore,96,0.07377049180327869,19
1082625,1,Gujarat Lions,153,0.06976744186046512,19
1082625,2,Mumbai Indians,153,0.08264462809917356,19
1082625,3,Mumbai Indians,11,0.4,0
1082625,4,Gujarat Lions,6,0.0,0
1082626,1,Delhi Daredevils,67,0.09259259259259259,17
1082626,2,Kings XI Punjab,68,0.0,7
1082627,1,Sunrisers Hyderabad,209,0.024,19
1082627,2,Kolkata Knight Riders,161,0.05737704918032787,19
1082628,1,Royal Challengers Bangalore,162,0.06557377049180328,19
1082628,2,Mumbai Indians,165,0.04878048780487805,19
1082629,1,Gujarat Lions,161,0.08264462809917356,19
1082629,2,Rising Pune Supergiant,167,0.04065040650406504,19
1082630,1,Sunrisers Hyderabad,185,0.024390243902439025,19
1082630,2,Delhi Daredevils,189,0.03418803418803419,19
1082631,1,Kolkata Knight Riders,155,0.06666666666666667,19
1082631,2,Rising Pune Supergiant,158,0.05084745762711865,19
1082632,1,Gujarat Lions,208,0.056451612903225805,19
1082632,2,Delhi Daredevils,214,0.02727272727272727,17
1082633,1,Kings XI Punjab,138,0.056910569105691054,19
1082633,2,Royal Challengers Bangalore,119,0.08547008547008547,18
1082634,1,Rising Pune Supergiant,148,0.06451612903225806,19
1082634,2,Sunrisers Hyderabad,136,0.07377049180327869,19
1082635,1,Mumbai Indians,212,0.0234375,19
1082635,2,Delhi Daredevils,66,0.12048192771084337,13
1082636,1,Royal Challengers Bangalore,158,0.04918032786885246,19
1082636,2,Kolkata Knight Riders,159,0.0425531914893617,15
1082637,1,Kings XI Punjab,189,0.024390243902439025,19
1082637,2,Gujarat Lions,192,0.03305785123966942,19
1082638,1,Mumbai Indians,138,0.05555555555555555,19
1082638,2,Sunrisers Hyderabad,140,0.026785714285714284,18
1082639,1,Kings XI Punjab,167,0.047619047619047616,19
1082639,2,Kolkata Knight Riders,153,0.04918032786885246,19
1082640,1,Gujarat Lions,195,0.04032258064516129,19
1082640,2,Delhi Daredevils,197,0.06722689075630252,19
1082641,1,Kings XI Punjab,230,0.023255813953488372,19
1082641,2,Mumbai Indians,223,0.047619047619047616,19
1082642,1,Delhi Daredevils,168,0.06451612903225806,19
1082642,2,Rising Pune Supergiant,161,0.056,19
1082643,1,Gujarat Lions,154,0.0847457627118644,19
1082643,2,Sunrisers Hyderabad,158,0.01818181818181818,18
1082644,1,Mumbai Indians,173,0.04,19
1082644,2,Kolkata Knight Riders,164,0.064,19
1082645,1,Kings XI Punjab,73,0.10204081632653061,15
1082645,2,Rising Pune Supergiant,78,0.0136986301369863,11
1082646,1,Royal Challengers Bangalore,161,0.047244094488188976,19
1082646,2,Delhi Daredevils,151,0.08196721311475409,19
1082647,1,Rising Pune Supergiant,162,0.032,19
1082647,2,Mumbai Indians,142,0.07086614173228346,19
1082648,1,Sunrisers Hyderabad,128,0.05737704918032787,19
1082648,2,Kolkata Knight Riders,48,0.08571428571428572,5
1082649,1,Kolkata Knight Riders,107,0.08620689655172414,18
1082649,2,Mumbai Indians,111,0.04395604395604396,14
1082650,1,Mumbai Indians,129,0.064,19
1082650,2,Rising Pune Supergiant,128,0.04878048780487805,19
1136561,1,Mumbai Indians,165,0.03278688524590164,19
1136561,2,Chennai Super Kings,169,0.07258064516129033,19
1136562,1,Delhi Daredevils,166,0.056451612903225805,19
1136562,2,Kings XI Punjab,167,0.03508771929824561,18
1136563,1,Royal Challengers Bangalore,176,0.05785123966942149,19
1136563,2,Kolkata Knight Riders,177,0.04878048780487805,18
1136564,1,Rajasthan Royals,125,0.072,19
1136564,2,Sunrisers Hyderabad,127,0.01,15
1136565,1,Kolkata Knight Riders,202,0.04878048780487805,19
1136565,2,Chennai Super Kings,205,0.04065040650406504,19
1136566,1,Rajasthan Royals,153,0.045871559633027525,17
1136566,2,Delhi Daredevils,60,0.10810810810810811,5
1136567,1,Mumbai Indians,147,0.06451612903225806,19
1136567,2,Sunrisers Hyderabad,151,0.0743801652892562,19
1136568,1,Kings XI Punjab,155,0.08403361344537816,19
1136568,2,Royal Challengers Bangalore,159,0.05084745762711865,19
1136569,1,Mumbai Indians,194,0.056,19
1136569,2,Delhi Daredevils,195,0.024793388429752067,19
1136570,1,Kolkata Knight Riders,138,0.06504065040650407,19
1136570,2,Sunrisers Hyderabad,139,0.04201680672268908,18
1136571,1,Rajasthan Royals,217,0.03125,19
1136571,2,Royal Challengers Bangalore,198,0.04878048780487805,19
1136572,1,Kings XI Punjab,197,0.05785123966942149,19
1136572,2,Chennai Super Kings,193,0.03875968992248062,19
1136573,1,Kolkata Knight Riders,200,0.07377049180327869,19
1136573,2,Delhi Daredevils,129,0.10989010989010989,14
1136574,1,Mumbai Indians,213,0.047244094488188976,19
1136574,2,Royal Challengers Bangalore,167,0.06451612903225806,19
1136575,1,Rajasthan Royals,160,0.06451612903225806,19
1136575,2,Kolkata Knight Riders,163,0.02608695652173913,18
1136576,1,Kings XI Punjab,193,0.024390243902439025,19
1136576,2,Sunrisers Hyderabad,178,0.038461538461538464,19
1136577,1,Chennai Super Kings,204,0.03968253968253968,19
1136577,2,Rajasthan Royals,140,0.08403361344537816,18
1136578,1,Kolkata Knight Riders,191,0.0546875,19
1136578,2,Kings XI Punjab,126,0.014492753623188406,11
1136579,1,Delhi Daredevils,174,0.04065040650406504,19
1136579,2,Royal Challengers Bangalore,176,0.036036036036036036,17
1136580,1,Chennai Super Kings,182,0.024193548387096774,19
1136580,2,Sunrisers Hyderabad,178,0.04918032786885246,19
1136581,1,Mumbai Indians,167,0.056451612903225805,19
1136581,2,Rajasthan Royals,168,0.056451612903225805,19
1136582,1,Kings XI Punjab,143,0.06451612903225806,19
1136582,2,Delhi Daredevils,139,0.06299212598425197,19
1136583,1,Sunrisers Hyderabad,118,0.08620689655172414,18
1136583,2,Mumbai Indians,87,0.08771929824561403,18
1136584,1,Royal Challengers Bangalore,205,0.06451612903225806,19
1136584,2,Chennai Super Kings,207,0.03937007874015748,19
1136585,1,Sunrisers Hyderabad,132,0.04878048780487805,19
1136585,2,Kings XI Punjab,119,0.08620689655172414,19
1136586,1,Delhi Daredevils,219,0.032520325203252036,19
1136586,2,Kolkata Knight Riders,164,0.07317073170731707,19
1136587,1,Chennai Super Kings,169,0.04032258064516129,19
1136587,2,Mumbai Indians,170,0.016260162601626018,19
1136588,1,Sunrisers Hyderabad,151,0.058333333333333334,19
1136588,2,Rajasthan Royals,140,0.05,19
1136589,1,Royal Challengers Bangalore,175,0.03225806451612903,19
1136589,2,Kolkata Knight Riders,176,0.040983606557377046,19
1136590,1,Chennai Super Kings,211,0.03225806451612903,19
1136590,2,Delhi Daredevils,198,0.03968253968253968,19
1136591,1,Royal Challengers Bangalore,167,0.056910569105691054,19
1136591,2,Mumbai Indians,153,0.05384615384615385,19
1136592,1,Delhi Daredevils,196,0.05504587155963303,17
1136592,2,Rajasthan Royals,146,0.06666666666666667,11
1136593,1,Chennai Super Kings,177,0.04065040650406504,19
1136593,2,Kolkata Knight Riders,180,0.035398230088495575,17
1136594,1,Kings XI Punjab,174,0.048,19
1136594,2,Mumbai Indians,176,0.034482758620689655,18
1136595,1,Royal Challengers Bangalore,127,0.0743801652892562,19
1136595,2,Chennai Super Kings,128,0.03571428571428571,17
1136596,1,Delhi Daredevils,163,0.040983606557377046,19
1136596,2,Sunrisers Hyderabad,164,0.024193548387096774,19
1136597,1,Mumbai Indians,181,0.032,19
1136597,2,Kolkata Knight Riders,168,0.049586776859504134,19
1136598,1,Rajasthan Royals,152,0.0743801652892562,19
1136598,2,Kings XI Punjab,155,0.034782608695652174,18
1136599,1,Sunrisers Hyderabad,146,0.07936507936507936,19
1136599,2,Royal Challengers Bangalore,141,0.04878048780487805,19
1136600,1,Rajasthan Royals,158,0.06557377049180328,19
1136600,2,Kings XI Punjab,143,0.05737704918032787,19
1136601,1,Mumbai Indians,210,0.048,19
1136601,2,Kolkata Knight Riders,108,0.09174311926605505,18
1136602,1,Delhi Daredevils,187,0.04132231404958678,19
1136602,2,Sunrisers Hyderabad,191,0.008771929824561403,18
1136603,1,Chennai Super Kings,176,0.030534351145038167,19
1136603,2,Rajasthan Royals,177,0.049586776859504134,19
1136604,1,Kolkata Knight Riders,245,0.048,19
1136604,2,Kings XI Punjab,214,0.06349206349206349,19
1136605,1,Delhi Daredevils,181,0.031746031746031744,19
1136605,2,Royal Challengers Bangalore,187,0.04201680672268908,18
1136606,1,Sunrisers Hyderabad,179,0.03076923076923077,19
1136606,2,Chennai Super Kings,180,0.017391304347826087,18
1136607,1,Mumbai Indians,168,0.047244094488188976,19
1136607,2,Rajasthan Royals,171,0.026785714285714284,17
1136608,1,Kings XI Punjab,88,0.10638297872340426,15
1136608,2,Royal Challengers Bangalore,92,0.0,8
1136609,1,Rajasthan Royals,142,0.08695652173913043,18
1136609,2,Kolkata Knight Riders,145,0.03669724770642202,17
1136610,1,Mumbai Indians,186,0.06349206349206349,19
1136610,2,Kings XI Punjab,183,0.04,19
1136611,1,Royal Challengers Bangalore,218,0.04918032786885246,19
1136611,2,Sunrisers Hyderabad,204,0.024390243902439025,19
1136612,1,Delhi Daredevils,162,0.03968253968253968,19
1136612,2,Chennai Super Kings,128,0.05,19
1136613,1,Rajasthan Royals,164,0.04032258064516129,19
1136613,2,Royal Challengers Bangalore,134,0.08547008547008547,19
1136614,1,Sunrisers Hyderabad,172,0.07142857142857142,19
1136614,2,Kolkata Knight Riders,173,0.04065040650406504,19
1136615,1,Delhi Daredevils,174,0.032,19
1136615,2,Mumbai Indians,163,0.08196721311475409,19
1136616,1,Kings XI Punjab,153,0.08064516129032258,19
1136616,2,Chennai Super Kings,159,0.04065040650406504,19
1136617,1,Sunrisers Hyderabad,139,0.05426356589147287,19
1136617,2,Chennai Super Kings,140,0.06779661016949153,19
1136618,1,Kolkata Knight Riders,169,0.05555555555555555,19
1136618,2,Rajasthan Royals,144,0.03305785123966942,19
1136619,1,Sunrisers Hyderabad,174,0.056451612903225805,19
1136619,2,Kolkata Knight Riders,160,0.0743801652892562,19
1136620,1,Sunrisers Hyderabad,178,0.047244094488188976,19
1136620,2,Chennai Super Kings,181,0.017543859649122806,18
1175356,1,Royal Challengers Bangalore,70,0.09615384615384616,17
1175356,2,Chennai Super Kings,71,0.02727272727272727,17
1175357,1,Sunrisers Hyderabad,181,0.024390243902439025,19
1175357,2,Kolkata Knight Riders,183,0.03305785123966942,19
1175358,1,Delhi Capitals,213,0.04838709677419355,19
1175358,2,Mumbai Indians,176,0.07377049180327869,19
1175359,1,Kings XI Punjab,184,0.03125,19
1175359,2,Rajasthan Royals,170,0.07258064516129033,19
1175360,1,Delhi Capitals,147,0.048,19
1175360,2,Chennai Super Kings,150,0.03305785123966942,19
1175361,1,Kolkata Knight Riders,218,0.03225806451612903,19
1175361,2,Kings XI Punjab,190,0.032,19
1175362,1,Mumbai Indians,187,0.064,19
1175362,2,Royal Challengers Bangalore,181,0.04065040650406504,19
1175363,1,Rajasthan Royals,198,0.016129032258064516,19
1175363,2,Sunrisers Hyderabad,201,0.04201680672268908,18
1175364,1,Mumbai Indians,176,0.056451612903225805,19
1175364,2,Kings XI Punjab,177,0.01680672268907563,18
1175365,1,Kolkata Knight Riders,185,0.06451612903225806,19
1175365,2,Delhi Capitals,185,0.04878048780487805,19
1175365,3,Delhi Capitals,10,0.16666666666666666,0
1175365,4,Kolkata Knight Riders,7,0.16666666666666666,0
1175366,1,Sunrisers Hyderabad,231,0.01652892561983471,19
1175366,2,Royal Challengers Bangalore,113,0.08130081300813008,19
1175367,1,Chennai Super Kings,175,0.03968253968253968,19
1175367,2,Rajasthan Royals,167,0.064,19
1175368,1,Kings XI Punjab,166,0.07258064516129033,19
1175368,2,Delhi Capitals,152,0.08264462809917356,19
1175369,1,Royal Challengers Bangalore,158,0.03278688524590164,19
1175369,2,Rajasthan Royals,164,0.024193548387096774,19
1175370,1,Mumbai Indians,170,0.04,19
1175370,2,Chennai Super Kings,133,0.06299212598425197,19
1175371,1,Delhi Capitals,129,0.06557377049180328,19
1175371,2,Sunrisers Hyderabad,131,0.043859649122807015,18
1175372,1,Royal Challengers Bangalore,205,0.024193548387096774,19
1175372,2,Kolkata Knight Riders,206,0.040983606557377046,19
1178393,1,Chennai Super Kings,160,0.024,19
1178393,2,Kings XI Punjab,138,0.04032258064516129,19
1178394,1,Mumbai Indians,136,0.056451612903225805,19
1178394,2,Sunrisers Hyderabad,96,0.09174311926605505,17
1178395,1,Royal Challengers Bangalore,149,0.06451612903225806,19
1178395,2,Delhi Capitals,152,0.05,18
1178396,1,Rajasthan Royals,139,0.024,19
1178396,2,Kolkata Knight Riders,140,0.023255813953488372,13
1178397,1,Sunrisers Hyderabad,150,0.032520325203252036,19
1178397,2,Kings XI Punjab,151,0.03361344537815126,19
1178398,1,Kolkata Knight Riders,108,0.07317073170731707,19
1178398,2,Chennai Super Kings,111,0.027777777777777776,17
1178399,1,Kings XI Punjab,197,0.032,19
1178399,2,Mumbai Indians,198,0.05511811023622047,19
1178400,1,Rajasthan Royals,151,0.05737704918032787,19
1178400,2,Chennai Super Kings,155,0.04838709677419355,19
1178401,1,Kolkata Knight Riders,178,0.056451612903225805,19
1178401,2,Delhi Capitals,180,0.02608695652173913,18
1178402,1,Mumbai Indians,187,0.04065040650406504,19
1178402,2,Rajasthan Royals,188,0.05042016806722689,19
1178403,1,Kings XI Punjab,173,0.032,19
1178403,2,Royal Challengers Bangalore,174,0.017094017094017096,19
1178404,1,Kolkata Knight Riders,161,0.064,19
1178404,2,Chennai Super Kings,162,0.041666666666666664,19
1178405,1,Delhi Capitals,155,0.056451612903225805,19
1178405,2,Sunrisers Hyderabad,116,0.08547008547008547,18
1178406,1,Royal Challengers Bangalore,171,0.05785123966942149,19
1178406,2,Mumbai Indians,172,0.041666666666666664,18
1178407,1,Kings XI Punjab,182,0.04918032786885246,19
1178407,2,Rajasthan Royals,170,0.05555555555555555,19
1178408,1,Chennai Super Kings,132,0.04065040650406504,19
1178408,2,Sunrisers Hyderabad,137,0.038461538461538464,16
1178409,1,Mumbai Indians,168,0.04032258064516129,19
1178409,2,Delhi Capitals,128,0.07317073170731707,19
1178410,1,Royal Challengers Bangalore,213,0.032,19
1178410,2,Kolkata Knight Riders,203,0.0390625,19
1178411,1,Mumbai Indians,161,0.04032258064516129,19
